t_index	term	df
12402	topic	1
12403	topmost	1
12404	topolev	2
12405	toppl	26
12406	toprank	1
12407	topsecret	7
12408	topseed	17
12409	torch	11
12410	tore	41
12411	tori	1
12412	torment	10
12413	torn	7
12414	torpedo	64
12415	torr	1
12416	torricelli	1
12417	torso	1
12418	tortilla	1
12419	tortur	14
12420	toscap	1
12421	toss	14
12422	tossup	3
12423	total	75
12424	totalitarian	1
12425	tote	2
12426	totter	1
12427	touch	37
12428	touchdown	1
12429	touchi	2
12430	tough	32
12431	toughen	1
12432	tougher	2
12433	toughest	2
12434	toughfought	1
12435	tour	45
12436	tourism	1
12437	tourist	12
12438	tournament	51
12439	tout	2
12440	tow	18
12441	toward	99
12442	towel	1
12443	tower	21
12444	town	111
12445	townhallstyl	2
12446	townsend	1
12447	townspeopl	2
12448	towntotown	1
12449	toy	3
12450	trace	13
12451	tracey	1
12452	traci	1
12453	track	47
12454	trade	72
12455	trader	11
12456	tradit	45
12457	traffic	24
12458	traffick	22
12459	tragedi	48
12460	tragic	15
12461	trail	45
12462	trailer	13
12463	train	50
12464	trainer	14
12465	traips	1
12466	trait	1
12467	traition	1
12468	traitor	1
12469	trajkov	1
12470	trampl	2
12471	tran	7
12472	trang	1
12473	tranquil	6
12474	transact	6
12475	transcend	1
12476	transcript	6
12477	transfer	27
12478	transform	6
12479	transit	45
12480	translat	21
12481	transmiss	2
12482	transmit	1
12483	transmitt	1
12484	transnat	1
12485	transpar	13
12486	transpir	3
12487	transport	53
12488	traor	1
12489	trap	69
12490	trash	13
12491	trauma	7
12492	traumat	1
12493	travail	1
12494	travel	70
12495	travelg	1
12496	travesti	2
12497	tray	1
12498	tread	1
12499	treason	2
12500	treasur	5
12501	treasuri	2
12502	treat	39
12503	treati	7
12504	treatment	34
12505	trebjesanin	1
12506	tredway	1
12507	tree	13
12508	treeless	1
12509	trek	2
12510	trembl	1
12511	tremend	8
12512	tremor	23
12513	trench	1
12514	trenchantli	1
12515	trenchcoat	1
12516	trend	15
12517	trent	7
12518	tri	324
12519	triag	1
12520	trial	82
12521	triangl	1
12522	tribal	10
12523	tribe	9
12524	tribesmen	1
12525	tribespeopl	1
12526	tribun	30
12527	tribut	12
12528	trichovich	1
12529	trick	13
12530	tricki	6
12531	trickl	4
12532	tricov	1
12533	trident	1
12534	trigger	23
12535	trillion	1
12536	trilliondollar	1
12537	trim	12
12538	trio	1
12539	trip	83
12540	tripl	2
12541	triplelay	2
12542	triplett	1
12543	tripoli	1
12544	tripp	1
12545	triumph	15
12546	trivedi	1
12547	troop	67
12548	trooper	5
12549	trophi	2
12550	trophyhunt	1
12551	tropic	1
12552	trot	2
12553	troubl	64
12554	troublemak	1
12555	troublesom	2
12556	trounc	1
12557	troup	1
12558	trove	1
12559	truce	3
12560	truck	64
12561	truckbomb	3
12562	trucker	2
12563	truckload	5
12564	true	34
12565	truecrim	2
12566	truer	1
12567	truli	16
12568	truman	5
12569	trumpet	4
12570	trundl	1
12571	trust	26
12572	trustworthi	1
12573	truth	21
12574	tshirt	9
12575	tsvangirai	1
12576	tu	1
12577	tube	11
12578	tuck	3
12579	tucker	1
12580	tudela	10
12581	tudjman	3
12582	tuesday	164
12583	tug	4
12584	tugboat	1
12585	tull	7
12586	tumb	1
12587	tumbl	7
12588	tumult	2
12589	tumultu	5
12590	tuna	1
12591	tune	6
12592	tuneup	3
12593	tungata	1
12594	tunisia	1
12595	tunnel	5
12596	tupac	4
12597	turban	1
12598	turbin	3
12599	turbul	4
12600	tureen	1
12601	turf	1
12602	turk	2
12603	turkey	17
12604	turkish	2
12605	turmoil	16
12606	turn	179
12607	turnaround	2
12608	turncoat	1
12609	turner	1
12610	turnout	27
12611	turnov	7
12612	tusca	1
12613	tussl	1
12614	tutori	1
12615	tuxedo	1
12616	tv	59
12617	twa	1
12618	twelfth	1
12619	twelv	2
12620	twenti	7
12621	twice	42
12622	twig	1
12623	twin	6
12624	twinengin	8
12625	twist	21
12626	two	569
12627	twoandahalf	1
12628	twobytwo	3
12629	twocandid	2
12630	twocar	1
12631	twochild	1
12632	twoday	5
12633	twohour	5
12634	twoinch	1
12635	twopag	4
12636	twoparti	1
12637	twopiec	2
12638	tworepubl	1
12639	twosetstonon	1
12640	twostep	1
12641	twostori	2
12642	twoterm	10
12643	twothird	5
12644	twotim	8
12645	twoway	4
12646	twoweek	2
12647	twoweeklong	1
12648	twoyear	7
12649	twoyearold	1
12650	tyner	1
12651	type	23
12652	typewrit	1
12653	typhu	1
12654	typic	6
12655	typifi	1
12656	typograph	2
12657	tyranni	3
12658	tyrant	2
12659	tyson	5
12660	tysyacheletiy	1
12661	u	2
12662	u2	2
12663	ueno	2
12664	ufwet	1
12665	ugaz	3
12666	ugli	3
12667	uhhuh	1
12668	uk	1
12669	ulihrach	2
12670	ultim	31
12671	ultimatum	3
12672	ultra	1
12673	ultralight	3
12674	ultramodern	2
12675	ultranationalist	3
12676	umbil	1
12677	umbrella	2
12678	umesh	1
12679	umpir	6
12680	un	37
12681	unabl	24
12682	unaccept	7
12683	unaccount	12
12684	unaccountedfor	2
12685	unambigu	1
12686	unanim	6
12687	unannounc	4
12688	unansw	4
12689	unapologet	1
12690	unarm	5
12691	unattend	1
12692	unauthor	3
12693	unavoid	2
12694	unawar	3
12695	unbalanc	1
12696	unbear	1
12697	unbeaten	1
12698	unbeliev	6
12699	unbias	2
12700	unborn	1
12701	unbridl	1
12702	unbroken	2
12703	uncal	1
12704	uncanni	1
12705	unceasingli	1
12706	uncertain	14
12707	uncertainti	12
12708	unchalleng	3
12709	unchang	6
12710	uncharacterist	2
12711	uncharismat	1
12712	uncheck	4
12713	uncl	9
12714	unclaim	2
12715	unclassifi	3
12716	unclear	27
12717	uncoil	1
12718	uncollect	1
12719	uncomfort	2
12720	uncommit	2
12721	uncommon	1
12722	unconcern	1
12723	uncondit	4
12724	unconfirm	3
12725	unconsci	2
12726	unconstitut	2
12727	unconvinc	1
12728	uncork	1
12729	uncorrupt	1
12730	uncount	1
12731	uncov	14
12732	uncrit	1
12733	undaunt	1
12734	undecid	8
12735	undef	1
12736	undemocrat	3
12737	underachiev	1
12738	underag	4
12739	undercov	1
12740	undercut	9
12741	underdog	1
12742	underestim	5
12743	undergo	7
12744	undergon	1
12745	underground	6
12746	underli	3
12747	underlin	3
12748	undermin	14
12749	underneath	7
12750	underpaid	1
12751	underscor	14
12752	undersea	1
12753	undersecretari	2
12754	undersecretarygener	3
12755	undersheriff	2
12756	understaf	1
12757	understand	55
12758	understat	1
12759	understood	11
12760	understudi	1
12761	undertak	5
12762	undertaken	6
12763	underton	1
12764	undertook	1
12765	underw	5
12766	underwat	21
12767	underway	9
12768	underwood	1
12769	underworld	3
12770	undescrib	1
12771	undeserv	2
12772	undetect	6
12773	undisclos	2
12774	undisput	2
12775	undisturb	1
12776	undivid	1
12777	undo	1
12778	undon	1
12779	undoubtedli	3
12780	undu	2
12781	unduli	2
12782	unearth	4
12783	uneasi	8
12784	unelect	1
12785	unemploy	5
12786	unenforc	1
12787	unequivoc	2
12788	uner	2
12789	unesco	1
12790	unexpect	9
12791	unexpectedli	4
12792	unexpir	1
12793	unexplain	4
12794	unexplod	4
12795	unfair	13
12796	unfairli	4
12797	unfamiliar	4
12798	unfathom	2
12799	unfaz	3
12800	unfett	9
12801	unfinish	4
12802	unfit	15
12803	unflatt	1
12804	unfold	12
12805	unforc	12
12806	unfortun	17
12807	unfound	3
12808	unfurl	1
12809	ungovern	2
12810	unhappi	4
12811	unharm	5
12812	unheard	1
12813	unhelp	1
12814	unhurt	1
12815	unicef	1
12816	unidentifi	15
12817	unif	2
12818	unifi	12
12819	uniform	24
12820	unilater	1
12821	unimagin	3
12822	unimpos	1
12823	uninform	1
12824	uninhabit	1
12825	unintellig	1
12826	unintend	1
12827	union	59
12828	unionist	2
12829	unionl	1
12830	uniqu	3
12831	unit	375
12832	uniti	23
12833	univers	65
12834	univis	3
12835	unjust	3
12836	unjustifi	7
12837	unjustli	1
12838	unknowingli	1
12839	unknown	38
12840	unlaw	1
12841	unleash	5
12842	unless	14
12843	unlevel	1
12844	unlik	31
12845	unlimit	2
12846	unload	11
12847	unman	1
12848	unmark	1
12849	unmistak	2
12850	unnam	4
12851	unnecessari	6
12852	unnot	1
12853	unoffici	5
12854	unpack	1
12855	unpalat	1
12856	unpolish	1
12857	unpopular	7
12858	unpreced	27
12859	unprecedentedli	1
12860	unpredict	4
12861	unpretenti	2
12862	unprint	1
12863	unprotect	4
12864	unpunish	1
12865	unquestion	1
12866	unravel	8
12867	unreason	2
12868	unrecov	1
12869	unregul	3
12870	unrel	5
12871	unreli	2
12872	unrepres	2
12873	unresolv	4
12874	unrest	17
12875	unrestrict	1
12876	unsaf	3
12877	unsatisfactori	4
12878	unsatisfi	1
12879	unsavori	2
12880	unscath	5
12881	unschedul	2
12882	unscom	1
12883	unscript	1
12884	unscrupul	2
12885	unseason	1
12886	unseat	11
12887	unsecur	4
12888	unseed	12
12889	unseen	2
12890	unselfish	1
12891	unsettl	6
12892	unshaken	2
12893	unshaven	1
12894	unsheath	1
12895	unspecif	3
12896	unspecifi	6
12897	unspectacular	3
12898	unspoken	1
12899	unstabl	9
12900	unsteadi	1
12901	unsteadili	1
12902	unsubstanti	2
12903	unsuccess	15
12904	unsupervis	2
12905	unsur	6
12906	unsuspect	1
12907	unswervingli	2
12908	unsympathet	1
12909	untabul	2
12910	untaint	1
12911	untal	1
12912	untap	2
12913	untest	2
12914	unthink	3
12915	unthreaten	2
12916	untold	2
12917	untouch	3
12918	untreat	2
12919	untrustworthi	1
12920	untruth	2
12921	unus	2
12922	unusu	29
12923	unveil	3
12924	unwant	3
12925	unwarr	1
12926	unwil	10
12927	unwilling	3
12928	unwis	2
12929	unwittingli	2
12930	upbeat	1
12931	upcom	10
12932	updat	18
12933	upfront	1
12934	upheav	5
12935	upheld	1
12936	uphil	2
12937	uphold	3
12938	upkeep	1
12939	upon	30
12940	upper	8
12941	upris	44
12942	uproar	5
12943	uproot	1
12944	upscal	3
12945	upset	40
12946	upshot	1
12947	upsid	3
12948	upstag	1
12949	upstart	2
12950	upstat	2
12951	upsurg	1
12952	upto	1
12953	uptod	1
12954	upward	2
12955	ural	2
12956	urban	8
12957	urdulanguag	2
12958	ureg	1
12959	urg	92
12960	urgenc	4
12961	urgent	12
12962	uruguay	2
12963	urvashi	1
12964	us	604
12965	usa	4
12966	usaid	2
12967	usama	1
12968	usback	13
12969	usbas	1
12970	use	308
12971	usha	1
12972	usher	3
12973	usl	5
12974	usnorth	2
12975	usrussia	1
12976	usrussian	6
12977	uss	237
12978	ussol	1
12979	ussr	2
12980	ustacov	1
12981	ustakov	1
12982	ustokov	1
12983	ustrain	4
12984	usual	39
12985	usulutan	1
12986	usvietnam	2
12987	usvietnames	3
12988	usyemeni	1
12989	utah	6
12990	utensil	1
12991	util	5
12992	uttar	4
12993	utter	3
12994	utterli	14
12995	uvarov	1
12996	uvil	1
12997	uzic	1
12998	v	8
12999	v22	1
13000	va	33
13001	vacanc	11
13002	vacant	3
13003	vacat	15
13004	vacuum	5
13005	vadim	8
13006	vagari	1
13007	vagu	3
13008	vaibhav	3
13009	vaidya	1
13010	vain	6
13011	vajpaye	13
13012	valdimir	2
13013	valentin	37
13014	valetin	1
13015	valiantli	1
13016	valid	6
13017	vall	1
13018	vallanc	1
13019	vallentin	1
13020	valley	4
13021	valu	21
13022	valuabl	8
13023	van	21
13024	vandal	3
13025	vanek	9
13026	vanish	6
13027	vanquish	2
13028	vantag	1
13029	vap	1
13030	vapid	1
13031	vara	3
13032	varadero	1
13033	varga	3
13034	vari	7
13035	variat	2
13036	varieti	9
13037	variou	24
13038	various	1
13039	varonec	1
13040	vasiltsov	1
13041	vassal	1
13042	vast	23
13043	vastli	4
13044	vat	1
13045	vault	3
13046	vavrinec	1
13047	vecernj	2
13048	vedrin	4
13049	veekz	1
13050	veen	1
13051	vega	4
13052	veget	1
13053	vehement	3
13054	vehicl	46
13055	veil	9
13056	vein	1
13057	velensuela	1
13058	velez	1
13059	velimir	2
13060	vellari	1
13061	vendingstand	1
13062	vendor	2
13063	veneer	1
13064	venero	1
13065	venezuela	3
13066	venezuelan	2
13067	veng	2
13068	venom	2
13069	vent	1
13070	ventil	1
13071	ventur	15
13072	ventura	1
13073	venturoni	1
13074	venu	36
13075	verandah	2
13076	verb	2
13077	verbal	3
13078	verdict	24
13079	verg	7
13080	veri	275
13081	verifi	7
13082	vermont	3
13083	vern	24
13084	vernon	6
13085	vero	3
13086	veronica	1
13087	veronika	1
13088	vers	5
13089	version	18
13090	versu	1
13091	vertigo	1
13092	veselinov	1
13093	vesna	2
13094	vessel	56
13095	vest	8
13096	vestig	7
13097	vet	2
13098	veteran	41
13099	veto	2
13100	vetrivinia	1
13101	vex	1
13102	vi	3
13103	via	6
13104	vibe	1
13105	vibrat	1
13106	vicar	1
13107	vice	90
13108	vicent	1
13109	vicepresid	3
13110	vicepresidenti	2
13111	viciou	3
13112	vick	1
13113	victim	104
13114	victor	14
13115	victori	140
13116	video	40
13117	videodisc	1
13118	videotap	30
13119	vidyayevo	1
13120	vienna	1
13121	viet	3
13122	vietcong	1
13123	vietnam	55
13124	vietnamclinton	1
13125	vietnames	45
13126	vietnameseamerican	3
13127	view	61
13128	viewer	6
13129	viewpoint	1
13130	vigil	23
13131	vigor	10
13132	vij	1
13133	vijay	1
13134	vijesti	1
13135	vike	1
13136	vikram	1
13137	viktor	1
13138	vila	1
13139	vile	1
13140	vilifi	4
13141	villa	4
13142	villag	34
13143	villain	1
13144	villamil	1
13145	villanueva	3
13146	vilonuaeva	1
13147	vinc	1
13148	vincent	4
13149	vinci	4
13150	vinciguerra	2
13151	vindic	3
13152	vindict	2
13153	vineet	2
13154	vinegar	1
13155	vini	1
13156	vinroot	1
13157	vintag	1
13158	violat	31
13159	violenc	106
13160	violent	32
13161	vip	2
13162	viral	1
13163	virgin	2
13164	virgini	4
13165	virginia	60
13166	virginian	1
13167	virtu	3
13168	virtual	25
13169	viru	7
13170	virul	1
13171	visa	8
13172	viscer	1
13173	visibl	37
13174	vision	10
13175	visit	155
13176	visitor	6
13177	visor	1
13178	vista	1
13179	visual	4
13180	vital	17
13181	vitali	1
13182	vitamin	1
13183	vitup	1
13184	vituper	1
13185	vivid	5
13186	vividli	2
13187	viyanka	2
13188	vk	2
13189	vladamiro	1
13190	vladan	2
13191	vlademi	1
13192	vlademiro	1
13193	vladimero	1
13194	vladimir	79
13195	vladimiro	42
13196	vlajko	4
13197	vlatislav	1
13198	vo	2
13199	voa	58
13200	vocabulari	1
13201	vocal	3
13202	vodafon	7
13203	vogu	2
13204	voic	35
13205	void	7
13206	voinovich	1
13207	voislav	1
13208	vojislav	98
13209	vojislov	3
13210	vojvodina	5
13211	volatil	18
13212	volcan	1
13213	volcano	1
13214	volgin	1
13215	volley	15
13216	volta	1
13217	volum	1
13218	volunt	28
13219	voluntarili	2
13220	von	5
13221	vopt	1
13222	vote	182
13223	votecount	3
13224	votegett	1
13225	voter	65
13226	voterig	2
13227	vow	45
13228	voyag	5
13229	vranj	2
13230	vranjkov	1
13231	vtrac	1
13232	vu	1
13233	vucic	1
13234	vuk	5
13235	vukicev	1
13236	vulcanologist	1
13237	vulner	35
13238	vuong	1
13239	vy	2
13240	vya	3
13241	vyacheslav	4
13242	vycheslav	1
13243	w	70
13244	wa	893
13245	wad	1
13246	wada	1
13247	wade	4
13248	wadi	1
13249	waft	2
13250	wage	14
13251	wagner	3
13252	wahab	1
13253	waifish	1
13254	waight	1
13255	wail	9
13256	wainek	1
13257	waisman	1
13258	waistband	1
13259	wait	99
13260	waiv	7
13261	waiver	5
13262	wake	31
13263	wakeforest	1
13264	wakeup	1
13265	wakil	1
13266	walden	2
13267	waldo	1
13268	walk	67
13269	walker	7
13270	walkietalki	1
13271	walkin	2
13272	walkout	7
13273	wall	72
13274	wallac	3
13275	walledin	1
13276	wallstreet	1
13277	walmart	1
13278	walter	6
13279	wan	1
13280	wand	2
13281	wanda	1
13282	wander	15
13283	wane	9
13284	want	282
13285	war	191
13286	warcrim	4
13287	ward	5
13288	warden	4
13289	ware	1
13290	warehous	3
13291	warera	1
13292	warfar	9
13293	warfight	1
13294	warhead	1
13295	wari	7
13296	warii	1
13297	warili	1
13298	warm	14
13299	warmer	1
13300	warmest	1
13301	warmli	2
13302	warmth	2
13303	warmup	4
13304	warn	109
13305	warner	6
13306	warp	1
13307	warplan	5
13308	warrant	16
13309	warrel	2
13310	warren	9
13311	warrior	5
13312	warroom	1
13313	warsaw	1
13314	warship	77
13315	warshiprefuel	1
13316	wartim	2
13317	wartorn	1
13318	wash	8
13319	washak	1
13320	washington	211
13321	washingtonbas	3
13322	wasnt	55
13323	wast	5
13324	wastag	1
13325	watch	99
13326	watchdog	2
13327	watcher	5
13328	watchman	3
13329	watchtow	1
13330	water	113
13331	waterfil	3
13332	waterfront	2
13333	waterg	1
13334	waterlin	11
13335	watermelon	1
13336	watersh	1
13337	waterway	2
13338	watkin	1
13339	watson	2
13340	wave	57
13341	waver	2
13342	wax	1
13343	way	301
13344	waybourn	1
13345	wayn	6
13346	wayner	1
13347	wbaifm	1
13348	wcaut	1
13349	wcautv	1
13350	weak	28
13351	weaken	8
13352	weaker	9
13353	wealth	8
13354	wealthi	15
13355	wealthier	1
13356	wealthiest	1
13357	weapon	75
13358	weaponri	9
13359	wear	40
13360	weari	14
13361	weather	47
13362	weatherinduc	1
13363	weav	1
13364	web	18
13365	webb	1
13366	weber	1
13367	websit	7
13368	webster	8
13369	wed	17
13370	wedg	1
13371	wednesday	177
13372	wee	3
13373	week	376
13374	weekend	65
13375	weekli	10
13376	weekz	1
13377	weep	14
13378	weigh	13
13379	weight	14
13380	weighti	1
13381	weingartn	2
13382	weird	3
13383	welcom	49
13384	weld	7
13385	welder	1
13386	weldon	2
13387	welfar	3
13388	well	234
13389	wellarm	1
13390	wellb	3
13391	wellbuilt	1
13392	wellcalcul	1
13393	wellconnect	1
13394	wellearn	1
13395	welleduc	1
13396	wellestablish	1
13397	wellfinanc	1
13398	wellfound	1
13399	wellfund	2
13400	wellintent	3
13401	wellknown	12
13402	wellorgan	11
13403	wellplan	7
13404	wellrespect	1
13405	wellrun	2
13406	welltim	2
13407	welltrain	1
13408	wellwish	3
13409	wellworn	1
13410	wen	1
13411	wendi	1
13412	went	159
13413	wento	1
13414	wep	2
13415	wept	4
13416	werent	24
13417	wesley	3
13418	west	125
13419	western	116
13420	westernmad	1
13421	westminst	1
13422	westward	1
13423	wet	3
13424	wethi	10
13425	weve	49
13426	wgbh	6
13427	whack	2
13428	whale	2
13429	whatev	27
13430	whatsoev	3
13431	wheat	1
13432	wheaton	1
13433	wheel	1
13434	wheelchair	1
13435	wheeler	3
13436	whenev	12
13437	wherea	3
13438	whereabout	23
13439	wherev	5
13440	whet	1
13441	whether	201
13442	whi	93
13443	whiff	1
13444	whilst	3
13445	whim	1
13446	whip	5
13447	whippani	1
13448	whirlwind	1
13449	whisk	1
13450	whisper	3
13451	whistl	5
13452	whistleblow	1
13453	whitacr	1
13454	white	167
13455	whitewash	3
13456	whitewat	19
13457	whither	1
13458	whitman	3
13459	whitmir	1
13460	whittl	2
13461	whoever	6
13462	whole	68
13463	wholeheartedli	1
13464	wholesal	1
13465	wholesom	1
13466	wholl	2
13467	wholli	1
13468	whop	4
13469	whose	129
13470	whove	4
13471	wi	4
13472	wibberley	5
13473	wichita	1
13474	wick	1
13475	wide	67
13476	wideey	1
13477	widen	7
13478	wider	9
13479	widerang	3
13480	widespread	18
13481	widow	45
13482	wield	7
13483	wife	124
13484	wiland	1
13485	wild	20
13486	wildcard	1
13487	wildest	1
13488	wildli	6
13489	wildlif	1
13490	wilkesbarr	1
13491	willi	4
13492	william	143
13493	williams	2
13494	williamsport	4
13495	willing	8
13496	wilma	1
13497	wilson	31
13498	wimbledon	23
13499	win	153
13500	wind	24
13501	windfal	1
13502	windi	1
13503	window	43
13504	windowless	1
13505	wing	7
13506	wingat	1
13507	winner	85
13508	winnertakeal	1
13509	winsegerera	1
13510	winstonsalem	5
13511	winter	4
13512	winton	2
13513	wipe	16
13514	wire	17
13515	wisconsin	12
13516	wisconsinmilwauke	3
13517	wisdom	3
13518	wise	5
13519	wiser	2
13520	wish	38
13521	wisnep	1
13522	wisnip	1
13523	wist	1
13524	wit	75
13525	witch	1
13526	withdraw	19
13527	withdrawn	5
13528	withdrew	16
13529	wither	1
13530	withheld	4
13531	withhold	5
13532	within	102
13533	without	141
13534	withstand	8
13535	withstood	3
13536	witless	2
13537	witt	1
13538	wittmann	2
13539	wive	2
13540	wnbctv	1
13541	wo	2
13542	wodi	1
13543	woe	1
13544	woefulli	1
13545	woke	5
13546	woken	3
13547	wolf	4
13548	wolfenson	1
13549	wolfowitz	1
13550	wolfson	4
13551	woman	61
13552	women	106
13553	wond	1
13554	wonder	41
13555	wont	43
13556	woo	2
13557	wood	16
13558	wooden	10
13559	woodford	2
13560	woodfram	2
13561	woodgouskov	1
13562	woodland	14
13563	woodleaf	1
13564	woodridg	1
13565	woodrow	2
13566	woodruff	8
13567	woodword	1
13568	woolridg	1
13569	woolsey	1
13570	wooster	1
13571	word	92
13572	wore	22
13573	work	317
13574	workaday	1
13575	workboat	1
13576	worker	141
13577	workforc	4
13578	workingclass	6
13579	workmen	1
13580	workplac	1
13581	workshop	3
13582	worl	1
13583	world	244
13584	worldli	2
13585	worldwid	23
13586	worn	8
13587	worri	52
13588	worriesom	1
13589	worrisom	1
13590	wors	28
13591	worsen	5
13592	worship	15
13593	worshipp	1
13594	worst	60
13595	worth	26
13596	worthsal	1
13597	worthwhil	1
13598	would	493
13599	wouldb	1
13600	wouldnt	48
13601	wouldv	1
13602	wound	100
13603	wow	1
13604	wrack	4
13605	wrangl	2
13606	wrap	17
13607	wraparound	1
13608	wrath	2
13609	wrc	1
13610	wre	1
13611	wreak	3
13612	wreck	14
13613	wreckag	24
13614	wrench	9
13615	wrest	5
13616	wrinkl	1
13617	wrist	3
13618	writ	1
13619	write	27
13620	writein	1
13621	writer	11
13622	written	43
13623	writtenbycommitte	1
13624	wrn	1
13625	wrong	49
13626	wrongdo	8
13627	wrongfoot	1
13628	wrote	41
13629	wrought	1
13630	ws	1
13631	wta	2
13632	wv	1
13633	wva	1
13634	wwwcarnahan2000com	2
13635	wwwdefenselinkmil	1
13636	wwwirvingpdcom	3
13637	wwwjohnashcroftcom	2
13638	wwwstategovwwwregionswhaindexhtml	1
13639	wwwtdcjstatetxu	1
13640	wwwvoagovnewsnow	1
13641	wxyztv	1
13642	wych	3
13643	wyo	5
13644	wyom	2
13645	x	6
13646	xavier	1
13647	xenophob	3
13648	xenophobia	2
13649	xiangkhouang	1
13650	xinjiang	2
13651	xuan	1
13652	ya	1
13653	yaakov	1
13654	yacht	3
13655	yahia	1
13656	yakovlev	1
13657	yale	1
13658	yaleeduc	1
13659	yamoussoukro	1
13660	yan	1
13661	yank	2
13662	yanke	1
13663	yanyodiwich	1
13664	yapi	1
13665	yard	21
13666	yarra	1
13667	yashwant	1
13668	yasser	14
13669	yassir	1
13670	yaun	1
13671	yaya	1
13672	ye	25
13673	yeah	13
13674	year	487
13675	yearli	1
13676	yearold	1
13677	yearround	1
13678	yell	2
13679	yellow	7
13680	yeltsin	4
13681	yemen	240
13682	yemeni	128
13683	yemeniamerican	1
13684	yemeniborn	1
13685	yemeniinspir	1
13686	yere	1
13687	yeshiva	1
13688	yesinde	1
13689	yesterday	67
13690	yet	165
